1.7637,2.2109,0.9126,-1.0918,1.9238,-0.30444,-1.5615,0.93701,1.3955,0.054779,86.562
-0.53467,0.36987,-0.8584,0.43848,-0.15015,-1.2197,1.2842,1.7617,0.92529,0.53418,108.94
0.93799,1.2432,-1.2773,-1.7461,-0.38916,0.93408,0.47339,-2.5117,0.31641,-0.89209,-63.781
1.0742,0.27905,0.19397,-0.43994,-1.6709,0.19043,0.48853,0.41382,0.98486,0.99805,51.312
0.70801,-0.15576,0.92578,-0.10779,-1.2832,-0.4563,0.0084915,1.0371,-2.9902,-0.73145,-95.5
0.51367,0.62793,-0.098633,1.5498,1.126,-0.75879,0.74951,-1.6611,0.60352,0.62256,198.5
1.9834,-0.032471,-0.72363,-1.3252,0.57129,0.41699,0.75732,1.9131,-0.32178,-0.98486,3.2715
0.26953,1.2412,0.30249,0.47632,-0.44727,2.6992,-0.10431,1.2383,-0.10797,-0.68457,292.5
0.32129,1.1191,-1.1387,-1.21,0.97998,0.49731,1.4648,0.62988,0.25635,1.1807,125.94
1.2012,-0.0289,-2.1602,2.1973,1.0791,-0.34521,-1.2852,-1.874,0.49316,-0.23608,-44.062
-1.9434,-0.20764,-1.3701,0.63525,1.0928,0.51953,0.090454,-1.0645,-1.0146,-0.090515,-33.625
-0.24902,0.39526,0.83301,-0.7959,0.43921,-0.31616,0.31421,-0.31274,0.93164,0.31445,43.688
-0.15588,0.40527,1.8066,-1.4629,-0.87549,-0.81543,1.9141,-0.59619,-0.43115,-0.96631,62.469
0.88623,-0.47876,-0.26514,0.099121,0.59961,-0.77734,1.708,-1.0137,-0.76123,-0.89551,38.812
-1.2744,1.7646,0.32104,-1.3691,0.53223,-1.375,0.15186,0.65137,-0.13892,-2.002,-30.281
0.082886,-0.69336,-2.668,-1.0752,-0.22437,1.6533,0.64502,-0.40527,1.3252,-0.057373,-86.625
-0.31152,-0.16089,0.50146,0.55859,-0.070068,0.09198,0.44287,-0.87842,1.7285,-1.3789,125.88
2.4453,-0.055573,0.22388,-1.126,0.48096,0.10938,0.12927,0.28003,0.6543,0.72559,-4.3438
-1.0381,-0.36914,0.31323,-0.37476,1.3291,-1.2373,-1.6309,-2.9062,0.8418,0.10944,-252.0
-0.83691,0.59863,-0.94824,-1.0508,0.083557,-0.25439,0.69189,1.0215,-0.071533,0.080688,-31.969
-0.84033,0.095093,-0.26025,-0.2312,-0.01355,-0.83301,-0.30688,0.19922,0.38452,-3.0273,-95.312
-1.6123,-1.6826,0.0064163,-0.50293,0.78711,-0.082825,1.5508,-1.4541,-0.6958,0.91943,-71.625
-0.57422,0.04303,0.098938,-0.19043,-0.62793,0.57959,-0.28101,1.0225,-0.1449,1.4121,-0.39136
0.16809,-0.40234,-1.4463,1.3037,-1.8525,-3.4473,-0.61914,1.6475,0.25,-1.4336,-251.75
2.5371,-0.6748,0.72559,-0.41943,-1.3516,-0.35718,-1.1338,0.40039,0.34766,-0.31689,-152.62
0.21167,0.46875,-0.18408,-0.43311,-0.1825,-1.4785,-0.25854,-0.30664,0.69873,0.19409,-104.25
0.32593,-1.0703,-2.1562,2.7617,0.68506,-0.47705,-0.25806,-0.55176,1.1641,0.37305,35.625
-0.61182,0.89844,-0.55615,-1.04,0.45581,2.4492,0.59521,0.11786,0.9126,-0.34082,176.5
-0.45386,-0.12537,0.7876,-1.3174,-0.057587,-1.1592,-1.2285,0.15137,1.292,0.098755,-206.12
-1.5723,-1.1533,1.2783,1.4814,-1.0615,0.97607,0.11407,-1.5742,-0.52783,1.4219,79.938
-0.37646,-1.0098,0.90234,-0.053802,0.18994,-1.3027,-2.8008,-0.50537,-1.0605,-0.0068703,-375.5
0.082275,-0.24756,-1.0713,-0.271,-1.2207,-1.168,-0.85498,-0.12976,1.1533,0.604,-224.88
1.3564,-0.16638,0.85303,0.19824,-1.417,-0.48413,-0.8501,-0.44946,1.5801,-0.51025,-39.594
0.37769,-0.42603,-0.87549,0.54785,0.044189,-0.16797,0.89746,0.3103,-0.60352,-1.4561,26.391
1.333,-0.51074,0.9541,-1.8672,1.3018,1.7891,-1.1611,0.10175,0.25684,-0.43335,-75.938
-0.25,0.085144,0.62354,-0.67139,0.75879,0.17676,0.75439,-0.5293,-0.98096,0.29321,34.188
0.32275,1.0361,-1.3857,0.087463,0.68848,0.94482,-1.1875,1.9795,0.54883,1.3604,43.656
-0.72021,0.4231,0.29736,0.60303,-1.5117,-0.3938,0.17786,0.41089,-0.082642,-0.56055,42.562
0.28027,0.94189,0.89111,0.68018,-0.51709,0.62891,0.30518,-0.34375,1.1631,-0.0085678,238.75
-0.39307,0.58252,0.37964,-1.9082,0.42944,1.3936,1.002,-0.7998,0.69287,0.71045,84.438
0.59619,-1.1914,-0.5835,-0.53174,-0.66504,0.62793,-0.051392,-0.2085,-0.7002,-0.29102,-156.5
0.22559,-0.029465,0.33057,-0.25391,-0.25024,0.81152,-1.2959,-0.063721,0.2854,-0.87793,-65.875
-1.0303,-0.28955,0.3689,-1.8105,-0.93604,0.10193,0.38257,-1.3311,-1.0195,-0.44482,-196.12
1.917,-0.46045,0.18127,-0.57617,0.79834,0.55518,1.4639,-0.33813,0.26514,1.3252,126.06
-0.86865,1.124,-0.65576,-1.7881,0.011955,0.51172,-1.2539,-1.7305,0.86133,1.7363,-182.25
1.4678,1.4072,0.44238,2.9688,0.78369,0.02002,-0.79639,-0.82275,-1.1631,0.75342,269.75
1.6543,-2.6406,-0.70801,0.28345,0.35547,-0.37134,-0.23633,0.50391,1.3682,-0.80859,-160.5
-0.3623,-0.042725,1.126,-1.1299,0.28784,2.2383,0.70166,-0.85645,0.75488,-0.024506,158.25
0.875,-0.35229,-0.49316,1.1504,-0.85547,-0.7876,-0.14624,-0.79248,-0.15259,-0.79688,-49.844
0.25977,1.3076,0.29688,0.18469,0.52197,-1.2373,0.78174,-1.6074,0.22742,-1.3203,101.0
-2.252,-0.22375,0.42261,0.88428,0.69678,-1.6348,-0.045868,-1.8525,1.4346,-0.32812,-18.969
-0.98145,-1.4355,-0.38525,0.010231,0.069824,0.1991,0.46216,1.1631,1.4414,-0.6001,-9.2109
1.8477,-1.7617,1.3057,-0.45898,-0.049561,-0.91895,0.19812,0.20642,0.26538,-1.8174,-105.69
0.72461,-0.88379,-1.5645,-0.87061,0.092407,-0.15857,0.44849,-0.77295,1.8926,-0.91797,-128.12
1.998,-0.12323,-0.47827,-0.44775,1.1191,0.51758,-0.97461,2.0605,1.1543,-0.64258,1.0527
1.7207,0.30957,0.59717,0.70898,-1.5674,-0.66895,-0.061951,1.3369,1.6963,0.78271,115.19
-0.0672,-1.5391,-1.0225,-0.86084,-1.4092,0.65771,0.95459,0.30078,0.97949,1.2832,-104.62
0.10931,0.31763,1.0879,1.208,-1.1025,-1.1162,1.3945,-0.48877,0.35938,-0.59375,194.0
-0.6084,1.8906,1.291,0.76904,2.0156,0.31104,0.36304,0.049316,-0.73145,-1.8896,321.0
0.20667,-1.1279,0.14465,-1.5879,1.4541,0.76562,0.91895,-1.1436,0.23853,1.1436,-49.125
0.55566,-0.36401,0.35645,-0.40454,-1.3232,0.10315,1.4688,-0.0069695,-0.42993,1.1055,48.781
-0.75391,0.28125,-1.1035,-0.062622,-0.98877,-1.6934,-0.28076,0.10419,0.75879,-0.098328,-166.25
-0.30347,-0.38184,0.56201,1.4014,0.83643,2.0898,-0.84326,-0.67676,-1.0498,1.7949,138.12
0.95947,-2.0605,-0.73096,1.4053,0.83203,1.0547,-0.37622,0.28687,-0.37109,-1.7334,-15.758
-1.1621,1.2695,-0.00079918,-1.5342,-0.65479,-1.2197,-0.096313,-0.67773,0.63672,-0.172,-132.75
-0.41675,-1.0137,-0.022003,0.30347,-0.36914,0.11462,-1.1436,-0.32935,-0.27759,0.30371,-161.75
-1.3115,1.7705,-1.9629,0.1192,0.91211,-0.19629,2.0137,1.2324,-0.77295,0.24756,204.25
1.3164,-0.099365,-0.47192,0.33813,1.7871,1.2285,1.0225,1.5947,1.3994,-0.22278,280.5
-0.39209,0.94336,1.1035,-0.84033,0.23975,0.18713,-0.8252,1.7607,-0.0075645,-0.53857,29.516
-1.5771,0.095337,-0.50537,0.7793,1.2119,-1.6387,-0.8501,-0.17969,-0.83252,-0.25952,-132.38
0.38354,0.38989,-0.18115,0.0336,-2.3848,-0.63525,-0.11945,0.47827,0.64307,-0.96338,-56.25
0.46582,1.377,-1.5723,-1.6387,0.49756,-0.6333,0.041016,0.48096,-0.072693,-0.43726,-120.0
0.03476,-0.82568,1.7051,-1.5264,-0.79834,-0.25439,-0.80762,0.45776,-0.55273,-0.64404,-203.88
1.6963,-0.091553,0.34253,-0.2749,1.0107,-0.50488,-1.0566,-0.26172,-0.2832,-1.8252,-103.69
-0.66504,-1.6201,0.27124,0.9541,-0.58154,1.2168,0.036377,0.18701,-0.94385,1.1182,6.9023
-0.16467,-1.0469,0.98438,-1.8984,-0.43433,0.018326,0.48364,-1.4668,-0.067139,0.23462,-174.25
-0.091553,0.68359,0.0098801,-2.6816,-1.0742,0.39575,-1.293,0.71582,-0.88477,0.58838,-287.0
-0.6167,-0.48682,0.13025,1.3096,-0.90039,-2.0605,0.81201,0.0044899,-1.9658,1.167,-58.438
-0.99072,-2.0312,-0.33521,0.31299,-1.2734,0.80664,-0.015961,0.60107,-0.2937,-2.1035,-127.69
1.8799,0.17371,-0.34863,0.58691,0.28955,0.84473,0.028366,0.22498,-0.8335,-0.44507,94.562
-0.86426,1.3984,-0.60059,0.854,0.84521,-0.9624,0.61816,-0.86133,-1.3018,1.0361,90.5
-1.2734,-0.28223,0.24426,0.40381,0.0037746,-0.62158,1.1328,-1.8564,-0.76562,-0.095642,12.641
-0.55664,-1.5918,0.61768,-0.21631,0.48315,0.5249,0.50293,-1.873,-0.40771,0.19812,-64.938
-1.5859,0.99219,0.1344,1.6152,0.13757,1.3535,-2.4902,0.041595,-0.043518,-0.7959,59.281
-0.41748,-0.92627,0.054932,-0.91846,-1.2461,0.97559,-0.29517,0.55566,0.47363,0.91846,-110.38
0.69238,0.16382,-0.87939,-0.048737,1.1533,-1.3848,0.3772,1.5176,-0.17712,-1.29,-25.562
0.77441,0.92676,-0.46411,1.3506,-0.12384,0.96143,-0.099915,1.0869,-0.47583,0.37524,204.88
1.667,-1.2227,0.82471,-0.28174,-0.34985,0.34473,2.1953,-0.61035,-0.44092,0.0093918,116.81
-1.4414,-0.43579,1.3213,0.86279,0.070984,-0.1936,1.4688,0.25342,0.44824,1.8623,223.0
0.64014,-0.25098,0.70557,0.33325,0.26587,-0.34546,1.8369,-1.0732,-1.1738,1.1387,134.62
-0.22876,-1.7471,-0.80371,-0.22095,2.8477,-0.33203,-1.1025,0.33008,0.31079,-0.87842,-201.5
-0.24707,-0.89209,-0.49487,-3.0469,1.6738,0.0026836,-0.96777,0.68311,-0.31494,2.3535,-355.25
1.0322,-0.4397,1.0654,0.19653,0.082275,0.26709,-1.4854,1.4473,-0.18689,0.88965,-35.625
-0.39868,0.51514,0.73535,0.2384,1.7939,-1.2266,0.047241,0.9458,0.63477,-0.14978,102.12
2.8711,-0.34082,1.333,0.90771,0.31689,0.4248,-1.1133,-0.62646,-0.35181,0.29565,55.812
0.94141,0.3396,0.26929,-1.0439,-1.0498,-0.49487,-0.58936,-1.1807,0.32812,0.96387,-152.5
-0.83691,1.6611,0.62646,0.97607,0.80615,-0.37207,0.80078,-0.43115,-0.14612,0.91211,267.5
1.1348,-1.9053,0.90771,-0.73877,1.6709,-0.18274,-0.3623,-0.50928,0.24329,-0.25562,-135.38
-1.4199,2.0078,1.4072,-1.3232,-0.58887,0.1344,-1.1904,1.5918,1.3779,-2.8086,48.875
0.604,-1.3701,0.26294,0.31445,0.09729,-1.1416,-0.86426,-1.3994,-1.2715,-0.21167,-250.12
-1.3066,0.16711,0.068481,0.085693,-0.053741,-0.15918,-0.53516,-1.8066,0.72461,-1.5068,-61.344
-2.7871,0.94336,-0.47681,-0.035034,0.33643,0.03244,-0.1991,1.4854,-0.63281,-0.23279,17.438
-0.88232,2.0312,0.88574,0.68018,-2.4746,-0.19592,0.39087,-1.2246,-0.98047,-1.3027,130.38
-0.47437,-0.49438,-1.459,-0.21179,-0.75586,0.98877,0.15613,0.33081,-2.5859,0.5376,-143.75
0.62549,-0.13904,2.1367,-0.9917,0.23901,0.80811,-0.06134,-0.37964,-0.19543,-0.94434,53.531
-0.64941,-0.20361,-1.5557,-1.0146,0.23376,0.034088,-1.2236,-0.58154,-0.37915,-0.77002,-291.75
-0.58643,-0.85303,0.60938,0.79297,0.85156,-0.14551,0.11896,0.20544,0.34229,1.6621,68.5
-0.055054,-1.8447,-0.069397,-0.85303,-1.3125,-2.2422,-0.53564,0.51855,1.5332,1.0576,-345.0
-0.20312,-0.85693,-0.90674,-1.5479,0.77832,-0.98486,0.45532,-0.62988,-1.082,-1.1973,-270.5
-0.89551,0.085693,-0.23462,0.25537,0.8584,-0.99561,-0.4082,-0.92529,-1.0137,0.65137,-108.81
-0.83691,-0.51562,-0.74707,-0.086914,-1.208,-0.69092,-0.56006,1.1484,1.3594,-0.53467,-140.5
0.88525,-0.51953,0.91455,1.2607,-1.5137,-0.59668,-0.70996,0.49561,-0.52734,2.4805,-17.125
-2.6152,0.08429,2.0469,0.47388,1.1211,0.99561,-1.0703,1.4131,-1.4863,-0.55713,97.375
-0.21069,-0.022385,-0.99463,0.23535,0.1377,0.29663,-1.04,-0.12494,1.4189,-1.5664,-62.125
0.085083,-0.52588,-1.1914,-2.1602,0.0074654,-1.1836,0.15796,0.27905,-1.7715,0.27075,-362.75
-0.39526,-0.57324,1.9727,-0.25854,0.18262,1.0,0.18018,-0.81787,0.41528,-0.33008,104.62
-0.52539,-0.8667,0.77441,-0.045929,0.34595,-0.1615,-1.0859,1.1699,0.1416,-1.1699,-95.812
-0.67188,-0.54932,1.123,-0.33008,1.0576,-0.090027,0.033752,-0.30542,-1.3535,-0.78857,-38.062
-0.70752,-0.024292,2.0781,0.9082,1.6533,0.3269,2.209,1.6387,1.209,-0.83496,473.0
0.040527,-0.3335,-0.71484,0.080383,-0.18079,-0.12067,0.76123,-0.33154,0.083374,-0.34985,-3.5898
0.22485,-0.05545,-0.20593,0.78809,-0.32812,-0.55566,-1.2764,0.15515,0.32153,-0.0802,-83.312
-1.6133,-0.64941,-1.9297,0.51221,-1.3848,0.79102,-0.53174,-1.0381,-0.46924,0.39746,-178.88
-0.97412,0.57129,-1.0996,-0.54639,0.33325,-0.78906,-0.89844,-1.6797,0.11475,1.0986,-203.62
1.7598,0.16541,-1.2881,0.48828,2.6543,0.65723,0.64502,0.3772,-0.57178,-1.0859,149.75
-1.4775,-0.06015,0.80469,-0.91992,-0.52979,1.1025,-0.51025,-0.87256,0.77979,0.17786,-37.031
0.60889,-0.61523,-0.097046,1.2939,0.35083,0.53662,-0.60693,0.70996,-1.4082,0.41431,22.469
-0.19238,-0.02652,0.75195,2.4629,1.1426,-0.034698,0.30151,0.060242,-1.9189,-1.1689,220.38
-1.8682,-0.16357,1.1025,0.88477,-0.91309,-0.09906,-0.051361,-0.27173,-0.88184,-0.45776,29.594
0.87598,1.0459,-0.58545,-0.12189,1.0459,0.15869,1.0332,1.5479,0.099304,1.958,199.12
-0.40332,-0.43066,-0.21753,-1.8398,0.2063,0.17883,-0.24841,1.0342,-0.177,0.90137,-176.5
0.16736,0.38721,0.7417,0.81836,0.56543,-0.26855,1.8916,1.3848,0.51123,1.5342,328.5
0.29614,1.2012,0.24609,0.13818,0.26172,1.4512,-0.58838,-0.54492,-1.1074,-1.1172,102.69
-0.072754,-0.57568,-0.35327,0.33545,1.3936,0.66748,1.1104,2.3027,0.98145,1.335,210.75
1.0537,-2.1465,-0.89844,-1.5332,0.56396,-1.9541,-0.7793,1.3838,1.3047,-0.45288,-398.0
-0.3374,0.86279,-0.38281,0.82959,0.26074,-0.10376,0.12891,0.41943,-0.36377,0.66455,112.56
0.91797,-1.1162,-1.04,0.45923,0.35889,-0.65674,-0.3103,0.98779,-0.44092,-1.0781,-132.12
-0.34863,0.41333,0.40552,1.6631,1.8154,0.29395,-1.5576,-0.86475,2.0723,-0.46558,152.5
2.6094,-0.90723,1.8525,-0.1228,-0.14331,0.12939,1.0059,0.067383,-0.38135,-2.8945,112.75
-0.48828,1.542,0.13794,-0.104,0.78027,-2.5859,-0.60938,1.1592,-1.29,0.35376,-93.562
1.2842,-0.87891,0.084045,-1.2646,-0.49609,1.3896,0.99121,0.91748,0.14795,-0.1582,26.828
-0.23206,1.5176,0.55127,-0.39502,-0.38477,0.10028,-1.3027,-0.91064,0.16406,0.43359,-26.812
0.18188,-0.41528,-0.85596,2.2715,0.83057,-0.45947,0.24817,0.63281,0.33838,-0.84961,146.25
1.4033,-0.3894,1.9336,-1.6172,1.0957,-0.12805,-0.4917,-0.82227,-0.20715,-0.13428,-90.25
-0.229,-0.096863,1.7949,-0.16028,1.416,2.1074,-0.31445,-0.74609,-1.2266,1.7676,148.0
-1.5615,-0.58105,-1.0117,0.017624,-0.25732,0.062683,-0.28125,1.9219,0.67676,0.44897,-69.188
0.12585,-0.07312,-0.68506,-0.59131,-0.72949,-0.35034,0.099854,0.75,1.2334,-0.94434,-64.375
1.5527,0.45044,1.623,-0.010963,-1.2432,-0.64697,0.60791,-0.84033,-0.10052,-0.51318,83.75
-0.99463,0.66895,0.79688,0.38428,1.0293,-1.1826,0.24951,0.67188,-1.2695,-0.25269,59.844
-2.0703,0.11615,0.43018,-1.1016,-0.06543,1.4814,-0.35913,0.13574,2.2051,1.3438,47.031
-0.97998,1.2295,-0.22949,1.4238,-0.27856,-0.59326,-0.12769,0.11401,0.092346,0.38867,130.12
0.38086,-1.1182,-0.01255,0.50684,0.010048,-0.35913,0.69824,0.96191,0.54785,0.15198,38.875
1.0176,0.58301,0.86279,-0.5166,-1.3086,-0.33984,-1.5244,0.43408,1.9609,-0.7334,-64.062
-0.43726,-0.87109,1.8662,0.9585,-0.94189,0.0025806,-0.73975,-0.086853,0.20007,-0.64258,19.875
0.42285,0.17871,-0.62939,-1.0088,-0.58838,1.8545,0.5332,0.75684,1.0264,0.69775,87.562
