-0.88525,0.18103,0.31641,-43.875
-1.4756,1.4014,0.43091,-33.562
-0.6582,-0.61865,-0.81201,-152.38
1.1074,-0.93701,0.11035,66.25
-1.2363,0.625,0.20752,-64.688
0.36548,-1.1045,-0.95996,-95.5
2.2695,0.18848,2.3594,404.5
0.42773,-1.7021,-1.0537,-123.69
1.9268,0.081299,0.060791,178.38
0.61084,-0.7666,1.4941,144.88
-0.89941,0.61035,-0.45386,-90.625
-0.34155,0.46631,1.04,76.562
1.207,0.13586,-1.2617,7.3242
0.51855,0.41089,-0.1582,50.344
-0.45996,0.79932,-1.1953,-105.38
-0.81836,1.5322,1.5635,124.31
0.084595,1.4883,-0.16467,58.25
1.0059,0.83398,-0.90527,49.469
-0.51318,-1.5459,0.53955,-67.312
0.41943,-0.8877,-0.12097,-11.523
-0.095215,-1.2979,0.90137,10.367
-0.21997,1.6348,-0.73926,-10.062
-1.3369,0.44727,-1.2012,-198.38
-0.058716,0.44653,-0.83691,-55.469
0.93945,0.34326,0.13501,108.94
0.89893,-0.60791,-0.3064,27.422
0.94531,0.50098,0.16797,119.0
-0.98486,0.19873,-1.4053,-195.12
-1.2842,1.627,-0.49487,-83.938
-0.1438,-2.1719,-1.0039,-190.25
-0.90186,2.8242,2.8652,281.25
-0.62939,-1.4395,-0.64697,-171.62
0.38354,1.04,-0.29565,54.25
-0.32031,-1.7793,-0.15393,-118.12
-1.1211,0.032928,0.90479,-22.125
-1.4053,-1.5361,0.090088,-183.0
0.077942,1.1826,1.9521,220.5
-0.61084,-0.11676,0.76758,4.9531
0.88232,-0.76172,1.5508,173.88
0.35889,-1.04,-1.0781,-103.12
0.9541,-0.37671,-0.56689,20.641
0.21228,0.2406,0.91357,105.12
-0.50293,-1.1807,1.7549,50.5
-1.1367,1.2354,0.45142,-9.1406
0.35742,0.33423,-0.72559,-14.367
1.499,-1.7734,-0.90576,-20.0
0.62549,-0.75635,0.16663,36.25
0.07843,0.18298,0.87402,87.562
-0.6123,-1.085,-0.3313,-128.5
-0.81787,0.39111,-1.5791,-186.5
1.4531,-0.38916,0.13965,122.88
-0.47949,0.29663,-0.44312,-66.25
0.66602,0.1886,-0.19446,50.688
-0.521,0.61377,-0.021362,-21.141
-1.5674,0.40698,0.33643,-92.5
0.55664,-1.5195,2.2773,172.75
-1.0898,-0.98535,0.24365,-118.56
0.28247,-0.24866,-0.16711,0.23657
0.74023,-0.20215,0.020035,58.156
-0.097351,-0.36353,0.9873,57.812
1.8906,0.70703,-0.17542,182.75
-0.63916,0.98193,0.12079,-3.75
0.27832,-0.50928,-0.34277,-26.047
0.61426,0.75732,-0.22095,68.562
0.12891,-0.21582,0.16345,15.609
-0.75391,-0.28076,-0.062622,-83.812
0.4165,-0.66406,0.84961,78.625
0.26196,0.93359,0.51025,106.0
0.60791,0.18665,0.27905,84.875
-0.37524,-0.37964,0.062927,-44.312
-2.1973,0.47095,-0.66797,-228.75
0.23767,0.10309,-0.32471,-1.5791
0.92432,-1.3008,-1.2646,-80.062
-0.92725,0.2384,1.1621,25.219
-0.28296,-0.0090561,-0.2439,-45.625
1.4492,-0.11316,1.2793,229.38
1.3389,-0.89648,0.70166,137.62
-1.5068,-1.252,0.15552,-174.12
-0.63428,-0.23596,0.59668,-16.531
1.3398,-0.37305,-0.2959,77.375
-0.74951,-0.25244,-1.582,-208.62
-0.23389,1.8555,-0.2179,41.625
-0.028656,1.1709,0.020004,49.875
-0.71338,-1.8203,0.084534,-134.75
-1.2822,0.28979,-0.57129,-148.0
0.03038,1.1113,1.0752,140.25
-0.75586,0.36035,0.052521,-46.656
0.0672,-0.60986,0.28125,2.8965
-0.94922,2.6328,1.0537,118.0
1.5771,-0.83789,-0.91162,26.891
-0.82227,0.56885,-1.6035,-181.25
-2.1953,-0.16211,0.53613,-156.0
0.33838,-0.29541,-0.35327,-12.336
-0.044617,1.3418,-0.47778,14.469
-1.0996,0.78467,-0.35156,-92.188
-1.6641,0.55713,-0.95996,-202.38
-1.3008,0.29761,-0.45752,-139.88
-0.15283,0.43359,0.28198,28.766
0.78857,-0.36011,-2.0762,-118.81
-0.26318,-1.3721,1.8955,75.0
0.74365,-0.80518,-0.5625,-16.078
-0.47607,-0.097778,-1.1172,-139.12
0.98975,1.5254,-0.88721,79.562
-0.0064278,0.49146,1.6748,160.12
0.39453,0.3584,-0.59912,0.46289
-0.45898,-1.0176,-0.64258,-138.0
-1.5176,-0.35693,-0.071594,-155.25
1.0293,0.79688,-0.25269,104.25
1.3613,0.016205,-1.4707,-1.5752
-0.40674,0.28882,-0.064758,-28.734
0.57861,0.39209,-1.4648,-53.812
1.3604,-0.1897,-0.17468,97.188
-1.0059,0.92432,-0.39746,-81.688
-1.1631,-2.0684,0.24573,-171.62
2.1719,-0.92236,0.95361,230.88
-0.93945,1.1191,-0.23572,-53.938
1.8125,-1.4639,-0.94678,17.609
1.3438,0.47461,1.1367,233.62
1.4775,1.8154,-1.4551,87.875
1.0215,0.059662,-0.52002,49.406
-0.521,-1.0508,0.44043,-54.812
-0.70117,0.97607,-1.0859,-109.88
-0.19202,-0.6001,1.2656,62.344
-0.11914,-0.058838,-0.23828,-32.875
0.48657,-0.13708,1.79,185.88
-0.34521,0.48926,-0.25366,-30.344
-0.31323,2.7832,-0.016022,91.625
-0.20996,1.0859,1.5957,161.25
0.65088,0.42603,-1.0342,-10.25
0.2644,1.3135,0.85498,151.38
0.080322,2.5254,-0.075928,110.12
0.59766,1.4609,-0.23657,96.312
-1.1084,1.7754,1.2979,87.188
-0.57861,-0.76025,-0.72217,-144.0
-0.28003,-0.28052,-0.1604,-50.188
-0.30078,-1.21,-0.2832,-102.5
0.26953,0.43579,-0.50928,0.2832
1.1055,0.044495,1.1328,193.62
0.67334,0.16174,0.21924,84.625
1.5439,-1.0732,-0.3623,59.5
0.097961,0.30811,1.0859,112.31
-0.17529,-0.17664,-1.3809,-138.0
1.2471,0.44678,-0.32544,102.19
-0.051239,0.62549,0.30713,48.125
0.17432,-0.22827,-0.30469,-19.875
0.88965,1.1055,-0.53076,82.188
0.89551,-1.5068,-0.49072,-27.156
0.4585,0.058167,2.9023,284.5
-0.98096,-0.11365,-2.459,-296.0
0.29272,-0.11188,-1.958,-142.0
-1.4814,0.15747,-2.625,-342.25
-0.73389,0.99756,0.22766,-2.5605
-2.0918,1.0791,-0.7959,-203.75
0.90771,0.01741,-0.093628,73.0
1.5137,0.055023,-0.43555,99.625
1.4033,1.6621,-0.4729,156.38
0.31689,-0.039886,0.30396,51.5
-0.23157,2.166,1.5586,203.12
-2.6738,-1.751,0.28003,-288.25
-0.20178,-1.457,-1.9072,-239.62
-1.0029,0.70801,-1.4932,-182.0
0.66406,0.22241,-0.48657,27.734
-0.77734,0.47852,0.5752,0.037598
-1.4336,1.1025,-1.251,-182.75
1.1318,-1.4902,0.59521,84.688
-2.7832,-0.023865,-0.47876,-286.25
-0.5249,0.49365,-1.4336,-144.12
1.1504,0.53711,0.44629,161.75
-2.1914,1.9443,0.33545,-81.125
-1.5898,-0.017365,0.51172,-98.375
1.9756,-0.074829,0.45996,209.25
0.47925,-2.625,-0.56201,-118.19
-0.31641,1.2129,-1.0928,-66.188
-1.1631,1.0918,1.4463,65.125
-0.85596,0.071594,0.83057,-3.3027
-1.5947,1.3125,-1.0508,-171.12
-0.14478,0.354,-0.7998,-63.969
-1.1572,-1.333,0.28882,-135.75
-0.017517,-1.6045,0.39453,-38.219
-0.76025,1.7295,-1.8662,-147.38
-1.5605,0.66113,-0.3999,-142.25
-0.5166,-0.21948,-0.88916,-129.0
-0.63916,0.037567,1.4922,69.438
0.59131,-0.51367,-0.9375,-48.094
-0.36035,-0.91504,-0.31274,-97.438
0.81006,1.6709,-0.098022,135.62
-1.248,1.6328,-0.25269,-60.281
0.3147,-1.0518,0.48291,22.375
-0.82275,-1.0391,0.6626,-62.469
-0.37744,3.1582,-0.13831,92.0
-1.7471,0.094604,1.9424,11.625
-1.0068,0.16821,0.47998,-41.594
-1.0156,-1.3887,-0.99316,-232.38
0.30737,-1.9502,0.4873,-16.859
0.68115,-1.1533,-0.40186,-23.344
-0.099731,-0.57812,-0.92822,-111.06
-0.5415,-1.9766,0.50439,-91.438
0.1405,1.6494,-0.81787,15.797
2.4727,-0.031342,0.074402,222.75
-1.2979,-1.4619,-1.4102,-295.0
0.13696,1.4746,0.40137,109.31
1.042,0.55176,0.68213,172.5
-0.03772,0.75684,1.6748,168.75
0.33838,-0.55762,-0.054077,1.1816
0.14709,0.51074,2.0371,204.5
0.63184,0.66846,0.60938,135.38
-0.5708,-0.49097,1.2539,32.688
-0.37817,-1.1494,0.016464,-81.75
0.51074,0.24585,1.0479,142.88
0.0039635,0.51904,-0.82715,-45.969
-0.030212,-0.0336,-0.083923,-11.102
1.6816,-0.88379,1.7842,258.25
0.71289,-0.24036,-1.2217,-49.219
-2.3086,0.098816,-0.76221,-262.75
0.1853,-0.15234,0.7666,73.5
-0.3877,1.6162,-0.53076,-8.3047
-1.8418,-0.53564,0.63379,-132.88
-0.066467,-1.2686,-0.66699,-116.31
-0.076843,1.3135,-0.10742,41.188
-1.2256,0.015121,-1.2783,-213.75
0.082397,0.086548,1.3047,119.56
-0.27808,-1.9033,0.85303,-36.031
-0.51709,1.4092,1.0654,104.06
0.68213,0.12622,-2.5332,-145.0
1.3594,-0.044708,0.18213,133.12
-1.0186,-0.22778,1.04,-13.18
1.666,-0.37549,-0.77197,66.312
0.96924,-0.63135,-0.2218,39.656
0.73535,0.48706,-0.0066795,85.375
-0.15906,0.29565,2.2188,183.38
0.22632,1.9639,-0.7876,39.5
-0.10126,-0.16125,-0.38574,-48.0
0.18933,0.29736,-0.63281,-23.078
-0.2041,3.1172,-2.2754,-72.125
-0.53271,-0.81934,0.086731,-75.25
-0.033295,1.2861,1.791,201.75
0.91699,1.2314,-0.58838,85.25
1.3896,-0.93604,-1.6025,-51.375
0.41577,0.6001,-0.42896,26.984
0.47485,0.37744,0.61035,109.0
-0.32812,-0.047607,-1.0381,-117.31
-1.3867,-0.9873,-0.18164,-180.12
0.011864,-0.98096,0.47046,-2.3066
0.47656,1.7158,-0.93994,38.188
0.38574,-0.81006,0.59961,48.781
0.64258,-1.7002,-1.1807,-115.19
0.30298,1.0078,1.8633,225.38
-0.23083,1.4531,0.72168,102.62
0.52783,-1.8994,0.50537,6.2695
0.50098,0.18958,0.9751,133.5
-1.2441,0.44971,3.5293,203.38
1.1914,0.70605,0.42627,171.12
1.2773,0.33813,-2.4883,-79.75
-0.054474,2.1523,0.48706,129.0
-1.2246,-0.40283,1.6924,15.414
-0.57568,0.12201,0.7002,12.789
-0.38916,1.9961,0.21484,70.062
1.3535,1.4746,0.69189,240.75
0.72607,1.2588,1.6768,258.0
0.24731,0.76123,-2.2832,-135.12
1.29,-0.8252,0.79297,144.0
-0.23364,0.97705,0.34326,50.281
-0.68359,-0.27368,0.68896,-14.805
-0.63135,-0.40381,0.17285,-58.781
-1.3955,0.59131,-0.15125,-110.0
-1.2412,0.43848,-1.6807,-230.25
0.25684,-0.22852,-0.13953,1.1328
-1.2637,0.32642,-1.4902,-221.25
1.0469,0.011208,0.46216,131.25
-0.066589,-2.2246,-1.1289,-196.12
-0.47119,-1.9756,-1.6895,-267.75
1.1338,-1.3252,-0.008873,41.812
0.011879,0.38647,1.9834,182.75
0.66748,-0.19226,0.43604,86.75
-0.75391,1.5537,-1.3086,-108.0
0.9707,-1.291,0.32983,57.094
-0.31567,0.94678,-0.034821,10.289
0.34644,0.99805,0.9165,150.0
-1.4883,-1.125,-0.4856,-220.38
-0.42065,-2.6035,0.88672,-76.125
0.9082,1.208,-0.49023,91.625
-1.0381,1.4766,0.043213,-23.922
2.3828,-1.3594,-1.4238,32.688
1.0195,-0.16089,0.88184,156.25
