1.3174,0.40112,-1.2412,-0.7998,-0.90918,-0.5835,-0.38037,-1.4189,-239.38
-1.2275,-1.1035,-0.41992,0.18433,1.4443,-0.59131,-1.9043,0.82031,-139.12
-0.96484,-0.20288,2.0938,-2.0781,0.64697,-0.068115,1.3271,0.48706,202.5
-1.2832,2.332,-0.33789,0.0022926,-0.81543,-1.3584,0.97852,0.60498,-92.375
-0.35742,-1.3506,0.56934,-0.13428,0.17749,1.1299,0.056793,-0.96777,-13.922
-0.28296,0.49731,-1.1387,0.97998,1.2539,1.2959,1.7803,1.1807,466.5
1.1279,-1.3799,-0.56494,-0.56396,-0.97656,1.0459,0.29297,-0.81738,-34.438
0.84375,-1.1426,-0.041901,-0.45703,-0.26196,-1.4658,0.82568,-0.30981,-92.562
-0.070312,0.56885,-1.1357,1.2314,1.2412,0.21484,-1.375,0.4978,48.625
-2.3203,1.0293,-0.97461,0.015182,0.019379,0.78271,0.64551,0.79688,34.5
1.3867,2.2207,-0.085693,0.27148,0.11615,-0.12939,1.0488,-0.89453,181.25
0.9043,0.79395,-0.040985,-0.62842,-0.37549,-0.02449,-0.76172,-2.1914,-216.5
-1.291,0.85498,0.18323,0.23303,0.46411,-1.2725,0.61963,1.0703,23.359
-0.51465,0.79004,-0.83252,-0.067139,0.56641,-1.042,0.88184,-0.30054,-26.125
-2.9531,-1.0371,0.24475,1.208,-0.89893,-0.52295,0.6123,-0.78467,-388.5
-1.1523,0.15112,0.45679,0.66699,-0.6665,0.25659,-0.61963,-0.25708,-182.12
-0.071411,0.68555,0.14636,1.0811,0.73682,-0.68799,0.17334,0.54639,101.62
-0.57715,-1.582,0.016022,0.071045,-0.24451,0.16296,2.541,-0.21765,101.44
-1.3984,-1.0371,-1.3828,-0.87549,1.9092,0.56299,0.92627,-0.19031,122.94
1.1416,0.43848,0.032318,-2.0098,0.98877,-0.12769,-1.1211,1.8213,243.25
0.12878,-1.8184,-0.93799,0.51318,-0.97949,-1.2383,-1.3994,0.35376,-377.75
1.6465,0.072266,0.093689,0.65576,0.22595,-1.7305,0.12396,0.53223,52.344
-0.34277,0.81445,2.4062,-1.04,2.4434,-0.83496,1.6592,0.057404,395.0
-0.64062,-0.51611,-0.99902,0.76709,1.4688,-1.5469,0.37378,0.063538,-46.688
1.1328,-0.56689,0.91553,-0.65381,-1.6689,2.0605,1.2227,0.81104,290.0
-0.26147,-0.027893,-0.048004,-0.38794,1.2451,1.8877,0.64893,-1.0928,230.12
0.027206,1.625,-1.3691,-0.16528,-0.71533,-1.5127,-0.36426,0.014168,-229.12
-1.6973,1.4346,0.31958,0.10754,-1.1953,-0.16101,-1.2676,1.3369,-190.5
0.14014,0.1366,0.61377,0.12335,0.041687,-0.1405,-0.78027,1.4736,90.625
-0.3501,1.1514,-0.89453,-0.57471,0.17944,-1.1865,-0.024429,1.6855,41.312
-0.45117,2.1992,-0.28223,-3.0566,0.79541,1.0986,-0.46924,0.13696,167.38
0.11346,0.10126,-2.2852,0.01091,-1.2285,-0.21997,-0.13379,0.64697,-158.62
0.31689,-1.3926,0.13391,0.40747,-1.3896,-0.84277,0.23352,0.098633,-201.5
-1.0625,-1.627,0.73535,0.47461,-1.8828,0.4165,0.2793,-1.2285,-340.25
-3.0195,0.93408,1.6006,-0.31982,0.93311,1.5791,1.5566,0.43335,273.25
0.66797,0.20422,0.39331,1.8311,1.0732,2.0625,0.77197,-0.29297,408.5
0.05014,-0.67529,0.47852,-1.1553,0.41016,-0.2832,-0.49194,1.4482,95.938
0.40405,-0.86621,-1.3652,2.5645,0.17749,-1.2061,0.67725,0.080261,-57.812
-0.50098,0.42041,-3.4355,1.3174,-1.5957,-0.074097,-0.44214,-2.1035,-523.5
0.001503,-0.71338,-0.070923,0.95654,0.51758,1.0508,-0.94141,-1.1445,-60.812
0.19104,0.41504,-0.9668,-1.2314,0.0070305,-0.14868,-0.90674,-0.46997,-143.12
0.55908,0.37402,-1.3242,0.087891,0.74805,0.38208,-1.0264,0.16455,43.938
1.3447,0.57275,0.3728,-0.60059,-0.7251,-0.61328,-0.90674,-1.1309,-183.38
0.33105,0.6875,0.33252,-0.55322,-0.73145,-0.88965,-1.0439,1.0352,-96.625
-0.75439,0.83008,0.12793,-2.5254,0.16797,-1.3252,-0.10883,0.59131,-91.812
-0.14404,0.49512,-1.875,-1.2344,-0.34497,-1.3926,0.14636,-1.6289,-353.5
-2.2207,0.99707,-0.82373,-1.1299,-0.14685,-1.3994,1.1914,1.127,-94.188
0.58691,1.0088,-0.55273,-0.14392,0.17932,1.2461,0.46606,-2.1543,33.469
2.1484,-0.54688,0.09259,-0.9751,-0.053345,1.6914,0.18591,1.8496,467.0
-0.60547,-1.0762,-1.8691,1.5371,2.5449,-0.1908,0.2937,0.72363,194.62
1.9756,-0.72021,1.0918,-0.70996,0.45996,-0.074829,-0.49243,-0.55518,98.562
-0.30127,1.2188,0.07019,-1.7988,-0.72363,-0.33887,-1.0137,-0.3501,-210.0
1.4834,1.0967,0.90234,0.01619,-1.0469,0.34546,0.76465,0.52881,212.88
0.16138,0.11719,-0.33179,-0.22644,0.31519,1.6367,0.58008,-1.1533,129.75
0.38892,-1.1426,-1.3857,-2.2188,-0.54639,-1.6553,-0.87988,0.26245,-318.75
-0.87207,-0.15088,0.069458,0.57568,-0.79883,0.0044518,1.291,0.61572,25.562
0.96094,0.80957,0.57422,0.99707,0.6709,1.4004,-0.71191,0.27417,273.25
-0.071716,0.064941,-0.70703,-0.70068,-1.1885,0.46045,-0.26685,-1.4785,-262.25
-0.99756,0.2832,0.9541,-0.56689,-1.4746,0.56689,-0.37671,1.0068,-72.875
0.14246,1.3916,-0.44971,-0.53418,-0.45923,1.2529,-0.32031,-0.60156,23.281
-0.21851,0.27979,0.25806,-0.39404,1.6025,1.8252,1.0439,-0.34351,385.25
-0.35742,-0.43994,1.8066,0.37793,0.5166,0.18616,-0.086914,0.090393,88.875
0.60791,0.54199,-1.5879,-3.3164,1.2783,-0.68701,-0.47339,-0.12305,11.039
-0.74951,1.4521,-0.29907,-0.59619,-0.58447,-0.22156,0.80908,0.014153,-25.562
-0.070068,1.7393,-0.09552,-0.52588,0.97852,0.12195,-0.97461,-0.93799,-15.242
0.43286,-0.93555,0.70117,0.57129,0.61768,1.1846,0.33374,0.52197,270.75
0.40381,0.65479,0.23511,2.3828,1.915,1.6279,-0.45654,-0.05957,359.25
-0.17114,-0.5874,-0.40991,0.23035,-0.63086,-1.9268,1.6836,0.31128,-104.75
0.15125,0.051056,-1.6318,0.34692,-0.68945,0.90527,0.1864,-0.26709,-34.094
1.4268,0.0095444,0.56299,0.33789,0.46802,-0.5542,0.72412,-1.3965,57.531
0.91113,-1.8203,-0.068665,-1.9121,1.9873,0.10577,-1.3682,0.27002,110.62
-0.89746,-0.96143,1.7197,-1.2256,-0.16418,-0.42578,1.4033,0.38208,58.062
-0.9126,0.13391,0.081604,0.73438,0.83594,0.77295,0.74414,1.1826,268.5
0.53857,1.6729,-0.055756,-0.70508,0.075989,-0.9209,0.55811,0.41895,99.625
-1.1543,0.86816,1.7168,0.67188,-1.2021,-0.18738,0.83301,-0.39868,-97.312
-1.04,0.067627,0.12854,-1.7568,-1.1494,-0.89941,0.17175,0.087646,-248.12
2.7637,0.88721,-0.41479,0.53809,1.6602,0.46313,0.11487,1.3682,557.5
1.2598,0.88867,0.68799,-0.098694,-0.79004,1.3262,-0.36353,0.73242,216.25
-0.044159,-0.97998,-0.67529,0.45654,-0.029556,-0.67773,0.36255,0.013687,-85.938
-0.36621,0.38599,1.0977,-0.52588,0.24011,0.88916,-0.41943,0.97852,175.0
1.9639,0.27368,-0.20825,1.0693,0.22632,0.33521,-0.7876,-0.60059,77.688
-2.0293,-1.1729,0.84473,1.2461,2.291,0.029007,-0.67334,0.17834,36.031
0.53223,0.25098,-0.91797,-0.76172,1.1582,1.6025,0.54932,0.83203,397.0
-0.65381,-0.60205,-0.032684,-0.92236,-1.7549,1.4395,-0.1322,-0.37671,-162.25
0.52295,0.68359,-0.68115,1.6143,-0.60156,-0.76221,-0.87109,-0.02948,-164.12
-2.4883,-1.8701,0.44922,0.19043,0.034454,-0.6582,-0.50977,-0.38843,-360.25
-0.73828,0.019012,1.5723,-1.0625,0.65869,0.33716,0.23169,1.0186,202.38
-0.47607,1.0684,0.97705,1.1104,-0.51123,-0.14404,-0.33838,-0.41675,-95.5
0.45093,0.12354,0.12439,-0.25928,0.12018,0.20972,-0.82812,-0.21667,-21.531
0.35303,-0.59814,-0.39966,0.26904,0.23474,0.011429,1.25,-1.3213,9.3125
1.5713,-0.74121,0.21118,-0.80664,0.47998,0.70557,-0.16943,1.1475,293.5
-1.6045,1.0439,-1.3115,0.11517,0.62549,0.16943,-0.58643,3.4297,210.5
-0.89404,-0.50928,-0.46704,-0.64697,-0.18579,-2.2695,-0.013611,0.42407,-284.5
0.44995,0.38892,0.38477,-0.78271,-0.95654,-0.82959,1.3496,0.66211,62.188
0.033447,-0.2196,-0.52979,0.73193,-1.2617,-1.4229,-0.85205,0.6582,-288.75
-0.12622,1.2588,1.0918,1.3115,0.46802,-0.1062,-1.5771,-1.2754,-144.25
2.043,-0.46338,0.41431,-1.2305,0.104,-0.34766,-1.1074,-1.3223,-95.25
0.18652,0.82373,1.5947,2.4824,1.25,-0.41577,-0.2135,-0.82812,94.875
0.29688,0.46313,-0.6709,0.57471,1.001,-0.21326,1.416,-0.3562,189.5
0.70361,-1.6172,0.62646,-0.24866,0.62354,2.1543,0.045563,-0.22937,258.0
-0.8335,0.17651,0.11487,0.89697,-2.6348,0.74463,0.15344,-0.15881,-244.5
1.4355,-0.036133,-0.45459,-0.47559,-0.5127,0.51758,-0.69385,0.0017443,21.0
-0.84131,1.1719,-0.23462,-0.67725,-0.29736,-0.36328,-0.60596,0.92627,-65.312
0.46655,1.376,0.39893,0.24768,1.5283,-0.027985,0.54688,0.051788,294.5
1.8223,-0.79346,0.78955,-1.749,-2.0586,-0.85791,-1.0537,0.31714,-221.38
0.006546,-1.3633,-0.53271,0.96045,-0.87256,1.5352,1.3145,0.099792,118.19
0.12225,0.86328,-0.6416,-2.9551,-0.97803,-0.41895,-0.62598,-0.015564,-186.75
-0.11389,-1.7598,-0.82568,-0.26904,-1.9297,1.1328,1.5254,-0.43872,-89.188
0.29517,0.00015807,0.4104,-0.70703,1.7178,0.32764,-0.10889,0.71729,288.25
0.93945,-1.3896,0.13867,-0.24707,0.47656,-0.15271,-1.8379,0.41821,-62.625
0.74365,-1.7305,0.48779,0.63379,-0.87988,0.68018,0.13672,-1.751,-156.0
-0.33081,0.025864,0.086548,0.082397,0.45923,0.35034,0.3291,1.3047,203.75
2.1504,1.5625,-0.79834,-0.33765,-0.55322,1.8066,-0.73242,0.47827,265.0
-0.38159,0.2605,1.9736,0.38184,-0.15698,1.9922,0.067749,1.125,317.0
1.5166,-1.6553,0.093384,-0.12268,2.4121,0.60205,-1.1299,-0.95996,168.75
-1.7939,-0.3042,0.64941,-0.47266,0.28027,-0.066223,-1.3682,-0.27783,-243.0
-1.0732,0.75439,-0.37378,0.71533,-1.3271,1.7646,-0.5625,-1.9766,-263.75
1.3594,0.87305,-0.41504,-1.3799,0.59717,-1.0947,0.41333,-0.43823,65.688
-0.064636,-0.13147,0.38574,0.11157,1.1523,-0.54736,1.373,-1.1045,90.625
-1.2529,1.2285,0.69531,-1.2178,-0.99902,-0.1875,0.36426,-0.63721,-175.12
-0.86035,0.12305,-2.1191,0.13098,0.23157,-1.7021,0.35815,1.2393,-113.69
-0.46021,0.13538,-1.0049,-0.30835,0.1283,1.9189,-0.4812,0.95068,166.38
0.44458,-1.792,-0.7041,1.0449,1.1309,-0.068848,-1.4844,-0.52979,-115.44
