1.1787,-0.14868,-0.2085,-1.3447,1.9609,-0.087646,46.781
1.4795,-0.65918,-0.39111,-0.91357,0.81738,1.3291,106.38
0.99756,-0.63232,0.14636,-1.0469,0.22742,0.18665,-9.2578
0.25073,0.96191,-0.15466,-0.54102,-1.0293,1.4268,142.25
0.54004,0.42358,-0.36108,0.4082,0.8374,1.4111,203.62
0.5498,-0.74463,0.27563,0.55273,0.85303,-0.92334,-17.344
-0.009079,-0.88379,-0.13367,0.31104,-1.7578,-0.22021,-115.44
0.10339,-0.98633,0.46997,-0.38062,2.1562,0.5166,-27.594
-1.085,-1.1357,-0.83203,-2.5781,-0.51953,0.40527,-365.5
-0.32861,-1.9209,-1.7832,-0.1759,-0.21301,0.31616,-247.38
-1.3135,-0.4165,0.60449,-0.27856,0.23389,0.0095291,-163.5
0.79395,-0.29736,-0.43286,-0.71191,0.98633,-0.24634,1.2002
-0.69287,0.89941,0.35693,0.62939,0.81299,0.30737,96.938
-0.75049,0.011581,-1.1484,0.46338,-2.0371,-0.82617,-151.12
-0.20447,1.7559,0.38623,-0.15088,-0.46582,1.5732,227.5
1.3008,0.86768,-0.19812,-0.96094,-0.88965,0.22742,142.38
-0.39111,1.3262,0.74756,-0.60791,0.87939,-1.8662,-19.281
-1.5381,-2.1035,1.0449,0.96143,-1.1201,0.029617,-289.5
-0.83203,0.20789,0.20056,-0.42407,0.087524,0.68457,-39.438
1.6045,1.0693,-1.1846,-0.24792,0.18481,-0.0041428,219.38
0.071106,0.93359,-0.0057449,-2.1875,-0.75537,0.64648,-9.3438
0.55322,-1.1758,0.17188,-0.94824,0.59717,-0.89502,-151.12
-1.0029,0.12183,-0.52588,-0.012428,0.20081,0.2998,-74.062
-2.0176,-0.61133,-1.3193,0.17444,-0.81152,0.079895,-277.0
0.93896,0.62109,0.18872,0.2522,-0.71533,2.7422,308.25
2.2031,1.3359,1.2285,-0.1593,-0.6958,-0.77539,295.25
1.9473,0.26758,-0.58057,-0.26807,-0.10553,0.85303,229.0
1.001,0.45264,-0.25098,-1.2705,-0.44751,-0.50928,21.906
1.3984,-0.25098,0.27002,0.49658,0.86816,-1.457,77.188
0.61865,-0.62939,0.73682,-1.083,-1.2773,2.9141,90.5
-0.16504,0.031769,-0.14368,1.2725,-0.43237,0.075684,54.875
-0.53467,1.1299,-0.45337,0.74365,-1.4033,-0.625,29.984
0.075928,1.5498,1.2998,0.070984,-0.9502,1.4463,249.5
-0.16064,0.48926,-1.123,-1.6846,-0.896,1.1816,-39.594
-0.92432,-1.4346,1.1367,1.0918,2.2246,-0.088806,-101.38
1.166,0.53857,1.4307,0.24048,-1.6885,-1.4316,92.5
-0.88965,-0.021942,-2.2559,0.98193,-1.4189,-1.4248,-181.75
0.28418,1.0732,-0.049408,-0.60303,-0.81201,0.0083923,78.688
0.24463,1.2861,1.0049,0.63525,0.0017471,0.056885,206.88
1.4141,-0.029175,1.4238,-1.501,1.1113,0.13928,101.19
-1.251,0.92383,0.32617,1.0488,-0.52295,-0.18494,17.297
-0.15063,-0.76611,-0.50342,-1.2734,0.30981,-1.1279,-229.88
0.47949,0.87451,-0.061768,-1.042,-1.2031,-0.6499,7.8281
0.45923,-0.07019,0.83398,0.20764,0.42969,-1.6611,-19.828
-0.04361,-0.98633,1.0273,0.65332,-0.57812,0.23706,-37.156
0.95508,-1.3672,-1.1426,-0.25024,-0.24512,-1.7129,-179.12
1.2432,-1.3926,-0.54932,0.49414,1.2109,-0.6416,-11.094
1.4316,-0.5791,1.7705,1.1533,-0.052551,-1.1113,119.69
-0.83252,0.22107,-0.029312,1.4043,0.3999,0.50635,59.594
-0.1217,1.7598,0.40112,-0.34521,-0.14441,-0.34644,122.56
-1.0059,0.73975,-0.14575,0.9082,-0.4292,-2.1797,-105.56
0.84082,0.75586,0.87451,0.093811,0.45776,1.6855,278.75
0.18823,-1.1777,-2.209,0.21912,-1.1465,0.70654,-108.31
0.66357,-1.0264,0.95801,1.1816,0.99707,0.38135,93.25
-0.10822,-1.5752,0.47949,0.29224,1.3115,-0.50342,-138.0
-0.43628,-0.4231,-0.87061,-0.33252,-1.1846,-0.3335,-159.88
-1.3867,0.44043,0.12683,-0.72754,-1.96,1.8232,-63.188
0.55615,0.38013,1.4297,1.6953,0.055145,0.084961,222.62
0.88184,0.050537,-0.36255,-0.75928,-0.68652,-0.049011,21.188
1.665,-1.1074,-0.21729,-0.99072,1.1514,0.32275,29.516
1.3428,-0.6543,-0.51367,-1.8418,-0.058411,0.62939,-18.688
-0.94141,1.1211,0.41162,0.0088577,0.97559,0.80566,90.625
1.3779,1.2881,-0.66406,-1.2236,-0.28809,0.38037,185.12
1.3252,1.1309,-1.5049,0.79297,-0.87988,-0.09845,227.62
0.36182,0.11993,1.0967,0.30542,-1.3955,-0.50928,30.781
0.43457,-0.30225,0.43628,-0.39917,1.2695,1.959,132.12
-0.77979,1.0811,0.51123,1.0674,0.83057,-0.66162,80.375
-1.1416,0.76123,2.0527,-0.38037,-0.27637,0.771,22.094
-0.21313,-1.2607,-0.9248,-1.1602,0.73828,1.1729,-147.12
-1.4141,0.72314,-0.54639,0.82178,-1.1182,1.2373,20.766
0.82178,-0.91846,0.29175,1.1133,-0.80957,-0.22522,32.969
0.17041,0.16052,-0.38818,1.1904,0.43701,0.003046,101.5
-2.7832,-0.023865,-0.47876,-0.58545,1.6885,-0.7417,-320.0
-0.27393,-0.56006,-0.46826,0.39014,-1.4629,-1.3252,-168.5
-1.2881,0.056244,1.1719,-2.2266,0.65576,-0.96387,-265.0
0.085754,-0.24121,0.82715,0.97949,-0.50049,0.13525,57.094
0.65918,-0.74268,-1.0645,0.32788,0.71387,-1.0332,-55.781
-0.85498,-1.2061,0.3457,-0.0065804,0.84326,1.1797,-107.5
0.73486,0.26245,-0.73535,-0.42212,0.45532,-2.0898,-53.906
-0.49805,-0.5127,-0.77197,0.771,-0.34717,-0.80176,-118.62
-1.2842,0.020035,1.1758,-0.2262,-0.050934,-1.0684,-170.5
-0.50684,-0.47095,0.245,-1.4072,-1.4482,0.23206,-184.38
-0.79053,1.0156,-0.07312,-2.0488,-1.4854,-0.40332,-149.5
-0.22656,-0.43042,0.55566,0.73389,-1.4727,2.0078,76.938
-0.97363,-0.63477,-1.1064,-0.19385,0.15137,0.0062447,-183.5
1.3516,-0.11102,1.0156,-0.74854,0.7793,0.067444,112.75
1.2402,0.066895,0.85547,-0.13257,0.63232,-0.13159,138.0
-0.54932,-0.85205,1.7998,0.91162,0.71582,0.29614,-13.922
1.6387,-1.2578,1.0137,-0.46191,-1.3154,2.5195,145.88
-0.51025,-0.82471,0.92822,-1.207,0.36548,-0.11285,-178.5
0.93066,0.25562,-0.43335,0.31543,-2.0156,0.85742,132.75
2.0391,-0.47437,0.21082,1.0439,1.1738,0.69824,274.5
0.26196,-0.19409,0.59326,-0.59668,-1.3838,1.2783,29.5
2.0391,0.59766,-1.0068,-1.0029,-0.029022,0.96582,225.62
