-1.7881,0.18372,1.2949,1.248,-1.5791,-0.11169,-0.99316,-1.21,0.54346,0.12115,0.55469,0.73975,-18.406
0.071655,1.1123,0.52295,0.63721,1.0869,0.16956,-0.17969,0.69678,1.8223,0.27832,-1.0264,0.45508,305.0
0.24841,-1.6836,0.58594,-0.50879,0.74609,-0.26318,1.7285,0.066895,-1.0947,-0.3916,0.22412,-1.1328,-37.594
-0.064087,0.24304,0.17554,-2.1953,0.30176,-0.16211,-0.89014,0.53613,-0.19629,0.9502,-1.8438,-1.5322,11.125
0.042786,0.17163,-0.056976,2.2324,-0.19763,-0.47363,1.6719,0.95996,-0.97168,-0.66992,-0.20276,-0.80322,-61.656
-0.23218,1.7275,1.4209,-0.26514,0.83008,-1.5508,-0.56543,-0.97852,0.323,-0.30103,-1.6172,0.59863,-43.906
-1.5703,-0.58496,0.3877,-1.1006,0.65039,-1.3896,-1.4824,0.7832,1.2295,1.5488,0.35327,1.1084,34.688
-1.1816,1.2627,-0.56885,-0.63477,1.7471,0.46094,-2.1816,0.81641,-0.081909,0.050415,-1.918,0.92578,-84.25
-0.82324,1.4746,-0.52002,1.3789,0.56494,0.40796,1.6133,1.291,-1.1865,0.49756,-1.752,0.33105,95.938
-0.11316,0.75732,-0.72363,-0.9873,0.57129,0.74121,-0.97119,-0.55518,-0.98486,1.9834,1.2666,0.41699,66.75
0.93652,0.198,-1.1611,-0.74268,1.3359,0.078613,0.63477,-0.30029,1.1895,0.62402,-0.70166,-0.16602,185.38
0.51807,-0.35693,-2.248,-0.013702,-1.1406,-1.1953,-0.3313,1.3486,0.34229,0.56348,-0.39648,-0.080994,-190.25
-0.93848,-0.69678,0.24609,-2.9219,0.0077171,-0.10809,-0.23792,0.30396,0.45874,-0.48071,0.69727,-1.4961,-64.812
1.5508,-0.52051,-0.031403,1.5371,-2.2207,-0.56152,0.13184,0.76953,-0.43262,-1.3887,-1.0928,0.88037,-213.62
-0.46045,-0.58398,0.018478,-0.87939,1.3125,-0.2467,-0.81592,-1.1328,-2.0996,-0.1936,-0.012985,-0.4751,-308.5
-0.43042,-0.78125,-0.27417,0.90137,0.74951,1.624,-0.98242,1.3682,-0.59033,0.32178,-1.7207,0.69141,54.438
-1.8604,0.54492,-0.13708,1.0742,2.5391,0.11414,1.1455,1.4932,0.18787,-0.15991,1.6562,0.94482,143.0
-0.67529,0.7085,-0.88184,-0.79248,-0.02652,-0.30786,-0.74512,-0.14453,1.0703,1.1885,-0.16309,0.35156,67.688
0.35742,-0.56738,-0.19653,-0.82178,-0.45044,-0.20435,1.4463,2.1367,-0.323,0.94434,0.58545,1.6787,139.88
-0.70801,-0.46704,0.64258,1.1738,1.0127,1.8672,2.3066,-1.3604,0.10339,-0.10028,0.32861,-0.12598,326.0
0.60449,-0.2522,-0.84619,0.47607,-0.066711,-0.95654,0.11938,-0.61279,-0.72754,1.0439,-0.22693,0.46729,-107.38
0.7041,-0.45288,0.030487,-0.33276,1.1787,-0.14612,-0.80957,-1.9199,-0.521,-0.96094,0.21667,-1.4844,-203.38
-0.38501,-2.1211,-0.49976,0.14124,-2.748,-2.1309,1.3887,0.38306,0.45776,-2.2383,-0.52637,-0.60693,-425.75
0.62549,-1.3408,0.25293,-0.17737,0.70557,1.7266,-0.28687,-0.85938,-0.66895,-0.98438,-1.2666,-1.5703,-25.062
1.3096,-1.2734,0.86377,-0.34424,-0.60449,-2.125,0.88525,1.0137,0.47192,-0.5,-0.85645,-0.37476,-78.125
0.9668,-0.82861,0.36011,-0.3562,-1.4551,-0.53271,-0.99756,-0.59619,-0.24915,-1.8555,0.84863,0.43042,-319.0
1.207,-0.84375,0.19507,0.9624,0.13818,-0.45288,-1.5771,1.3076,-0.0098801,0.3916,-1.4131,1.6191,-47.156
-0.75098,-0.44189,-2.041,1.0615,0.13489,0.51562,0.67969,-1.3027,-0.30811,-1.8555,-0.85449,0.62061,-295.5
1.1426,-1.2041,0.38379,-0.26758,-0.060394,0.61133,0.44531,1.2666,-0.093689,2.0605,-0.46924,-0.65527,305.75
0.32324,1.0889,-1.1191,-0.46606,-0.48877,-1.5947,-1.7686,-0.14758,1.543,-0.37231,0.14087,1.8848,-194.0
-0.24622,1.0762,-0.72021,1.3457,-0.69336,0.088318,0.56592,-0.11316,-1.6484,-0.23364,-2.5312,1.0605,-175.0
0.2467,-1.1113,0.65088,0.68213,-1.6006,-0.42651,0.074341,-0.29004,0.81445,-0.9375,0.3396,-0.72656,-62.719
-0.45605,-0.74902,-0.052582,-0.11945,-1.4893,0.30029,0.044373,2.791,1.793,0.18103,-0.53271,0.9126,195.25
-0.73242,0.33081,0.85107,0.75244,-0.60645,-2.6504,0.82422,0.37695,-0.80859,-0.062927,-0.60889,0.42798,-224.75
-0.20984,-0.36328,-0.36938,-0.52148,-1.7373,-0.80078,0.66357,0.69824,-0.14307,-0.046173,2.0645,-1.4434,-113.06
-0.99707,-0.062683,-0.70898,0.2937,0.24219,0.18311,0.96289,0.62256,2.2656,-1.3936,-0.76953,1.0918,101.44
0.41968,-0.28979,-1.2305,-0.41016,0.35864,0.91162,-0.1311,0.097412,0.20288,0.3689,1.2236,-0.39331,59.688
0.40942,0.35522,0.50977,-0.23865,0.60059,-0.47754,-2.248,-1.3848,0.88135,-0.8584,-1.5273,-0.83984,-145.38
-0.14514,-0.43652,-1.123,1.666,-0.41577,-0.36548,-0.72607,0.42065,-0.79834,1.0674,-0.87207,-0.0076599,-137.75
-0.019714,2.3438,0.36011,1.085,-0.31177,-1.4092,1.3135,-0.070374,-1.4258,0.90088,-0.064514,1.3652,-9.7734
-1.3193,-0.46338,-1.1748,0.87891,0.051056,0.040771,-1.5898,0.30371,-0.62939,-1.0537,0.26318,0.67773,-360.0
-1.3252,2.6582,1.0029,0.87891,-0.46777,0.59717,-0.30688,-0.75977,0.24817,1.9355,-0.29004,-1.041,312.0
-1.2656,0.29907,0.34912,0.15149,0.1665,0.45312,-0.58545,0.31934,0.40771,0.51074,0.50586,0.29028,99.125
1.4453,1.4512,-0.59961,0.31958,-1.4717,0.3501,0.19495,0.073425,-0.52393,-2.1855,-0.1637,0.20081,-199.25
0.33398,1.2285,-0.081299,0.55518,-0.69824,0.85986,0.9082,-0.37988,0.12561,0.84131,0.4585,1.0166,239.5
