-3.2207,0.39551,21.062
1.8711,-0.85107,-73.438
0.31982,-0.097168,-7.7969
-0.99463,0.24951,19.062
-1.0684,0.34546,28.109
0.18213,-1.0361,-101.12
0.66162,0.22815,26.172
-1.2441,0.23291,16.031
0.092041,0.47632,47.469
0.38623,-0.20447,-18.0
-0.11517,-1.1826,-117.25
2.0176,-1.1875,-105.81
-0.63379,-1.9062,-191.5
-0.77197,0.65332,60.094
-0.6084,0.40649,36.688
0.38062,0.69092,70.188
0.68701,-0.6416,-59.438
0.79053,0.16956,21.125
0.68799,0.99512,101.94
-1.1299,2.4121,231.5
-0.070251,-0.28711,-28.688
-0.37305,-1.085,-109.06
1.8486,-1.3076,-118.62
0.20544,1.209,120.31
1.5908,0.54297,62.375
-2.1348,3.1387,297.5
-1.7256,-0.67773,-76.375
-2.0039,-0.41675,-52.25
-1.3672,0.59277,50.812
-1.7422,-0.5459,-63.531
0.45581,-0.55615,-52.281
0.57129,-1.6211,-156.62
-0.36938,0.14343,12.078
1.3652,-0.20325,-12.438
-0.94971,1.499,142.5
0.59033,-0.10229,-6.7969
0.95459,1.2549,129.0
0.54541,0.88672,90.438
-1.3213,0.77148,68.688
-0.63428,0.64502,60.062
0.02919,0.69775,68.938
0.33618,-0.73682,-70.812
1.9014,-0.060669,4.6016
-1.1992,-2.3164,-235.0
0.75586,-0.22192,-17.672
0.91309,0.027008,7.7461
-0.70898,1.9531,188.62
1.0117,0.74658,79.25
0.045502,0.55811,55.281
2.0547,0.45947,56.719
-1.5771,-0.80273,-87.938
-0.90771,1.5195,144.75
-0.77002,-1.2959,-132.0
-0.60059,0.13965,10.422
-0.13574,-0.048492,-5.5352
-0.81055,0.85693,79.938
0.32446,-1.0361,-100.38
-1.4873,0.087219,0.31665
-0.70215,1.5029,144.25
0.43433,0.99609,100.62
0.51025,-0.57275,-53.594
-0.76904,0.11267,6.8281
-2.2285,0.37573,24.641
0.61816,0.34644,37.594
1.0371,-0.51025,-44.5
-0.78125,-0.25977,-29.953
-1.5303,-1.7354,-179.62
-0.54883,-0.48657,-51.0
0.055725,1.0938,108.19
0.55176,0.68018,70.125
-0.50146,-0.24426,-26.859
-0.16602,0.22009,20.781
0.66992,-0.94385,-89.312
0.92822,-1.7705,-169.38
-0.037872,0.8208,80.688
-0.80518,0.18848,14.094
-0.604,-0.99023,-101.0
0.89062,0.5752,61.656
1.4775,1.0107,107.88
0.65674,-1.3135,-125.81
0.37964,-0.31152,-28.594
0.46851,0.15222,17.625
0.63135,-1.1514,-110.0
1.457,-1.124,-102.69
-1.3389,0.69287,60.844
-1.4453,0.040436,-4.0625
-0.26587,0.55664,53.406
1.4365,-0.7041,-61.406
-1.8125,-1.0322,-111.88
0.11084,-1.4268,-140.0
-0.10443,-0.16882,-17.219
1.123,0.67676,73.0
0.75,-1.6865,-162.12
0.067444,0.42993,42.75
-0.70508,-0.055756,-9.4219
-0.08252,-1.7051,-168.5
-0.90479,0.93262,86.938
0.16333,1.4619,145.0
2.0996,-0.70605,-57.938
-0.1676,1.1133,108.81
-1.0264,-0.17969,-23.422
-0.65967,0.17053,13.133
-0.84961,0.15125,10.18
-0.09137,-1.0527,-104.31
0.82471,0.58594,62.344
-0.013504,-1.1064,-109.19
0.27661,1.1953,119.38
1.96,0.45068,55.344
-0.43677,-1.6064,-160.75
-0.12329,-0.49023,-49.0
0.87744,0.35156,39.562
0.71729,-0.56445,-51.625
0.14734,-0.68066,-66.25
-0.28589,0.1615,14.328
-0.5376,0.65527,61.625
-2.5254,0.4917,34.406
-0.89941,-1.4434,-147.25
-0.72412,-0.19543,-23.297
0.25171,-0.48779,-46.688
-0.51807,-1.7861,-178.88
0.38647,0.83789,84.75
0.25586,0.625,63.031
0.37207,0.38916,40.438
-0.99854,0.51855,45.594
-0.34106,1.0215,98.812
0.92822,0.2085,25.719
1.1963,-0.60986,-53.438
0.29517,-0.77637,-74.875
-2.416,0.014656,-12.0
0.87646,-0.31177,-25.859
0.44189,0.17004,19.219
0.70947,0.019455,5.8672
-0.098877,-0.68604,-68.188
1.0195,0.53467,58.375
0.21667,-1.0254,-99.938
-0.044617,-0.16553,-16.578
-0.43579,0.46436,43.344
0.9624,1.166,120.25
-2.2656,-0.35083,-47.188
0.048859,-0.6665,-65.438
0.25195,-0.41675,-39.688
-1.5508,1.5049,139.75
-0.11084,-0.38818,-38.875
1.4756,-1.4463,-134.38
-0.67627,1.8008,173.75
-1.9629,-0.5752,-67.625
-0.47095,0.23206,20.25
0.5918,1.2598,127.44
1.0596,0.61719,66.75
1.4229,0.92627,99.25
-0.13367,-0.009079,-1.6396
0.53369,1.4932,150.12
-0.96924,-0.27026,-32.031
-2.2031,-0.22058,-34.0
1.3887,0.14233,21.766
-0.13403,0.014687,0.70166
-1.041,-0.8125,-85.875
0.9248,1.1475,118.25
-0.39941,-1.959,-195.38
-2.3984,-1.4082,-152.25
0.46533,0.043243,6.8516
0.12225,-0.41895,-40.625
-1.209,-0.56592,-62.531
0.069763,0.30786,30.75
2.8242,-0.35425,-19.188
-0.28491,-0.1062,-12.055
1.6758,0.56055,64.625
1.7988,-0.85254,-74.062
-1.5488,0.25806,16.812
-0.14868,0.48071,46.562
0.087402,-0.016052,-1.0957
1.1172,1.4482,149.0
0.82422,-0.24353,-19.406
0.19189,2.1328,211.25
0.51758,-0.67285,-63.469
-0.7168,0.80957,75.812
-1.082,-1.502,-154.12
0.24829,0.078125,9.0859
-0.045258,-1.2334,-121.81
0.42236,-0.46631,-43.594
1.5801,0.9165,99.125
-0.49268,1.6836,163.25
0.5415,0.17627,20.391
-0.95996,-0.22498,-27.516
-1.7578,0.5708,46.469
-1.1719,-0.12695,-19.047
0.51514,3.8535,382.75
-1.0059,-0.36694,-41.781
0.3645,-0.68018,-65.0
1.165,0.24023,30.172
1.1709,-1.6553,-156.62
0.74023,0.66992,70.188
-1.4268,0.069336,-1.1074
1.1191,-0.47827,-40.906
-1.2803,0.18945,11.547
-0.13208,-0.52393,-52.375
0.6543,1.1289,114.94
-0.11566,-0.30103,-30.328
-0.77979,0.40137,35.25
-0.21204,0.54199,52.281
0.45776,1.165,117.38
-0.6582,0.81445,76.625
-1.2139,0.86377,78.375
1.6465,-1.0996,-99.25
-0.68945,-0.68506,-71.375
-0.73877,-0.62695,-65.938
-0.76611,-0.078796,-12.031
0.36035,0.50439,51.719
-1.3408,1.5283,143.12
1.0332,-1.3096,-123.38
-0.69043,-0.085876,-12.305
2.1855,-0.68652,-55.531
-0.13062,0.46143,44.75
0.63623,0.34741,37.781
0.86328,-0.015564,3.2715
0.17285,1.8955,187.88
-0.30713,1.3691,133.25
-1.0508,-2.5312,-255.38
0.82031,-0.46777,-41.531
0.13269,-0.55029,-53.531
0.26367,-0.55859,-53.625
-0.38501,0.38306,35.625
0.51025,-0.64941,-61.188
-0.01622,1.1572,113.94
-0.15247,-0.56689,-56.719
-0.97266,0.40674,34.656
-1.5732,-1.0527,-112.5
0.1709,-0.18396,-17.188
0.031403,0.16504,16.453
-0.54639,-1.4141,-142.5
1.6631,-0.87061,-76.562
-0.59082,1.2451,119.44
0.12256,-0.51562,-50.156
0.38574,-0.81006,-77.688
-2.3145,0.020584,-10.852
-1.3994,-1.5205,-157.62
0.87451,-0.30811,-25.5
-0.35986,2.0312,198.25
-0.69971,0.21399,17.203
-0.76709,-1.7852,-180.25
-0.26855,-1.8359,-182.5
-0.43652,1.0713,103.19
-0.34692,-1.6797,-167.5
1.1035,-0.38452,-31.75
-0.41431,-0.94482,-95.438
-1.0742,0.59326,52.5
-0.30933,-0.75195,-75.875
-0.52881,-1.0566,-107.12
0.75244,-0.58789,-53.781
-1.373,0.35156,27.0
1.2803,1.541,159.12
1.7637,-0.25732,-15.547
-0.90869,-1.3164,-134.88
-1.2012,-0.83789,-89.25
-0.87988,-0.80029,-83.812
0.26245,-0.78418,-75.812
-0.96777,1.1475,107.75
-0.87939,0.34863,29.469
0.045563,0.62354,61.719
-0.045715,-0.43848,-43.469
1.4443,-1.6729,-156.88
-0.0066032,-0.023849,-2.3867
1.415,1.8418,189.5
-0.78369,-0.88281,-91.375
0.15576,-0.10004,-8.9922
0.3689,0.12427,14.305
1.1631,-0.15308,-8.6172
-0.077942,0.5498,53.75
