0.35376,-0.4978,0.39917,-0.36499,-0.91162,-43.781
0.24573,1.5527,-1.6572,0.066162,-0.094788,-6.6094
-0.53076,1.1055,-0.45386,0.73926,-0.18591,53.531
0.95508,-0.81689,-0.87842,-0.70117,-0.078796,-155.75
0.53711,-1.5029,-0.084045,-1.3643,0.95361,-111.12
-0.80908,-0.099731,-0.98584,-3.4531,0.38452,-90.125
-0.097046,0.35083,0.41431,-0.60693,0.53662,90.938
-0.25317,0.19507,0.74512,1.2695,0.030029,86.75
1.1572,0.16687,-0.3208,0.61279,-0.082886,-10.312
-1.1533,-0.34204,-0.23181,0.1842,0.60986,-36.406
0.84229,0.97705,-0.23364,2.1992,0.34326,89.5
0.4502,-0.15344,-0.81201,-0.24194,0.42261,-70.25
-0.12286,-0.46899,0.79688,-1.9697,0.21753,35.5
0.71826,0.71533,1.1143,0.54688,-1.1807,128.5
-0.1792,-1.8359,0.031769,-0.94678,1.7754,-104.38
0.98877,0.23499,-2.2695,0.40405,-0.97314,-217.12
-3.1992,-1.3213,0.81006,1.1445,-0.5752,-90.0
-1.4014,1.0146,1.0801,-0.018875,-0.13037,182.38
-0.31519,0.65137,0.9541,0.5708,1.1357,190.88
0.46216,0.78174,2.6836,-0.97314,-0.081543,318.5
-0.25684,0.51758,0.33423,-1.0107,1.0879,119.56
0.36938,-1.6045,-1.0479,-1.7842,-0.92773,-281.75
0.12622,-0.0094147,0.40942,0.9458,-0.21375,29.281
-0.85986,-0.11383,-1.3105,0.075623,-0.61865,-158.75
1.085,0.75537,1.1104,-1.1777,0.43286,195.12
0.16699,0.31763,-0.41479,-1.2881,-0.30005,-18.734
1.9141,0.12964,0.002676,-0.23206,-0.075562,19.828
0.68115,2.7578,-0.72168,0.2561,0.62891,223.12
-0.71191,0.98633,-0.24634,0.79395,-0.29736,56.0
-0.34717,0.56543,-0.36914,-0.39868,-0.60107,-5.1289
1.6553,0.40845,0.71582,0.5083,-1.5693,53.125
1.6777,-0.39233,-0.82617,0.97217,0.14343,-97.938
0.81445,0.79053,-0.9043,-1.2812,-0.071716,-6.4609
-0.36768,0.9624,1.7471,0.59277,-0.0013456,249.0
-1.417,0.43164,0.29907,0.23975,-0.16821,54.281
0.10895,0.78516,-0.11145,-1.6484,0.97559,101.69
-1.1162,0.11835,-2.0137,0.5083,0.42261,-162.5
0.86523,2.041,-1.4326,0.88818,0.25928,77.312
0.34473,0.079102,0.23022,0.090088,0.1687,36.844
-0.38086,-0.06488,0.203,0.35645,-0.037537,9.0234
0.38159,0.10071,0.51562,-0.61084,-0.27783,47.906
-1.791,-0.47998,0.036957,-0.39453,0.54199,-31.078
0.69531,0.37256,-1.3789,0.014404,1.9336,-13.047
-0.70605,-0.044586,1.8965,-1.8457,-0.75488,136.0
-0.54492,-1.0078,-0.88281,-2.168,-1.4531,-235.25
-0.17761,-0.091064,0.92578,0.033905,-1.1904,29.531
-1.002,0.77588,-1.3174,-0.9458,0.6084,-29.203
-0.10632,-0.1814,2.3086,-0.1582,3.2422,317.25
-0.50586,-1.5742,1.2979,-1.2744,1.4219,20.734
0.60938,0.85156,1.6621,0.11896,-0.14551,230.38
0.63086,-1.5137,-0.057953,0.29395,-0.77246,-174.88
-1.3184,0.22961,-0.30664,1.3066,1.1533,31.141
-2.1641,-0.20325,-0.88281,1.6484,0.73926,-82.812
1.041,-1.4541,-0.17749,0.20679,-0.58203,-170.75
0.62207,1.3115,3.2637,0.36426,-1.4082,372.25
0.4231,0.59229,-0.87598,1.4883,1.5273,37.156
-0.63135,0.92285,0.71729,-0.85449,-1.2158,102.88
1.6377,0.01252,0.16528,-0.172,1.4385,80.0
-1.6455,-1.2891,-1.1084,-0.59619,-0.41431,-248.25
1.2432,-0.41406,-1.8389,-1.9492,0.51025,-181.62
-1.4785,-1.5,0.67236,-2.4043,1.3926,-36.094
-0.026382,0.30884,-1.0303,-0.43823,-0.98242,-102.75
-1.0732,0.854,2.0859,-1.7031,-0.79834,234.88
-0.28149,-1.0039,-0.92432,2.0469,-1.7139,-246.12
1.6152,-0.96387,0.90234,-0.47021,-0.50391,-19.625
-0.52393,-1.3867,-0.13342,1.1084,1.4229,-91.625
-1.0557,1.0215,-1.0635,-0.45801,0.47534,12.031
-0.12512,0.34863,-0.87939,0.4873,1.0723,-6.8633
-0.99463,0.38428,0.67188,-1.2695,0.66895,117.75
-1.0576,2.1582,-0.61035,-0.9458,0.15857,148.88
-0.83643,0.37964,0.85986,-0.37988,0.55518,131.25
-0.60693,0.44604,0.94336,0.55811,-0.17261,118.75
0.6792,1.6035,1.1113,0.23169,-0.65625,232.25
0.75146,1.9932,1.6182,-0.72705,-0.76855,311.25
0.75781,-0.9751,-0.12854,-1.2266,1.7119,-34.938
-1.748,-2.0078,0.097412,0.057373,0.60791,-167.38
0.49707,0.31323,0.54004,0.66162,-2.6621,-19.938
0.10309,-0.17432,-0.87988,-0.99854,-1.3916,-149.88
-1.2852,-1.7568,0.47729,0.45581,-0.59473,-152.38
-0.85303,0.28442,-0.23694,0.92725,-1.0459,-39.0
-1.0127,-0.53418,-0.79395,0.13171,0.16772,-122.19
-0.096008,0.19958,-0.61914,-0.10156,-2.043,-116.38
1.6387,0.64502,-0.45239,1.707,-1.583,-31.5
-0.064392,0.84863,0.69873,-0.30688,-0.61719,120.25
1.375,0.60352,-0.16846,-0.48364,-0.2467,39.594
-1.5205,1.3574,0.22021,0.77393,-0.75195,112.12
-1.0264,-1.3242,0.087891,0.37402,0.16455,-116.56
-1.3623,1.2275,0.15747,-2.625,-1.4814,66.062
0.70117,0.59717,-1.2275,0.96387,1.1895,-6.0664
-0.14331,-1.291,0.23853,-0.50146,-0.44849,-118.56
-0.40015,-0.83301,0.49561,0.41821,-0.6748,-61.5
-1.2236,0.66504,0.28271,0.22119,-0.6084,59.094
-0.68994,-0.44043,0.323,-0.13831,-0.79053,-46.188
0.30908,-0.39502,0.74756,0.48242,0.66016,57.938
-0.095337,1.2744,-1.2363,0.94824,-0.30591,-4.1875
0.95264,-0.74609,-2.3809,-0.7915,-0.27246,-293.75
1.1846,-0.030884,-1.3408,1.8496,-0.83545,-150.62
1.3389,1.1641,0.77832,-0.245,-2.7812,82.188
-0.20288,-0.86719,-1.1914,-0.29004,1.9326,-118.38
-0.33789,0.60938,-1.0713,-0.31323,-0.66504,-67.5
2.3281,-0.99268,0.59521,1.5596,-1.1963,-72.562
0.2688,-0.32324,0.22913,1.4277,1.1221,35.062
1.6904,0.38574,0.27832,-2.1836,0.61768,94.062
1.9443,-2.1914,0.33545,-1.8721,0.095459,-163.5
0.19385,-0.84668,-1.6943,-0.40454,-1.3125,-284.5
0.69092,1.9395,-0.34399,-0.72559,1.0664,196.62
-1.1787,0.67285,-0.88672,1.4541,1.4336,31.656
1.1211,-0.40601,-0.84863,-1.2139,-0.87988,-144.0
-1.3457,-0.30371,-0.6582,0.8252,-0.86719,-129.12
-0.48315,0.64697,0.39917,-0.25732,-1.6689,31.344
1.3496,-0.20715,-1.083,1.4121,-0.36011,-124.75
-0.61914,-0.0080795,-1.5312,1.0605,0.072266,-141.0
-0.58643,2.625,-0.60352,-0.19556,0.3125,202.38
-1.1025,-0.083435,-0.41724,-0.087524,-0.23303,-60.906
-0.26196,0.88721,-1.3652,-0.8501,2.168,40.562
0.67969,-3.0215,-0.79248,0.24194,0.86816,-321.75
-0.2688,1.2275,0.90234,-1.0439,0.56836,218.88
0.89355,-0.44141,0.98682,-0.85986,-0.082153,49.75
-1.3115,0.1192,1.2324,-0.77295,1.7705,184.5
2.1641,0.64551,0.74609,0.046448,-1.3594,89.0
-1.1299,-0.1842,2.918,-0.010864,0.13733,248.5
-0.90186,-0.76562,-1.2109,0.076233,-0.069458,-190.75
-1.1514,0.27368,1.0156,-0.21521,-0.15027,106.81
1.4541,0.92139,0.85156,0.70557,0.60156,196.12
